query,n,cout_opt,cout_when_cmax,cmax_opt,cmax_when_cout,bounded_cout_opt
../../queries/ceb-imdb-full/9a_f0f7d86779a00dde4b42cb1c2f5c9200c3a42e98.csv,9,575080,575080,486285,486285,575080
../../queries/ceb-imdb-full/1a_1a441.csv,9,94591,100372,74090,74134,100372
../../queries/ceb-imdb-full/11b_4d345dc7af6dc84c3b3cbd942acbdbffdb743604.csv,12,2543107,2605154,894384,894384,2543107
../../queries/ceb-imdb-full/1a_1a2675.csv,9,331234,334839,262499,267209,331827
../../queries/ceb-imdb-full/3a_3a1291.csv,10,260284,292364,114088,114088,260284
../../queries/ceb-imdb-full/9a_9d73478af7f996de0f12eed2b324ae7f2d63e16d.csv,9,115321,139600,52361,73020,123504
../../queries/ceb-imdb-full/3a_3a644.csv,10,38382,39646,15168,15168,38382
../../queries/ceb-imdb-full/3b_7db0964726afa9751070599e7daa2db0fb6b20f2.csv,10,6449,8989,4085,4109,6586
../../queries/ceb-imdb-full/1a_1a2661.csv,9,897646,965338,636980,666798,964872
../../queries/ceb-imdb-full/3a_3a888.csv,10,290842,326578,180782,180782,290842
../../queries/ceb-imdb-full/3a_3a1285.csv,10,2290184,3689165,1272991,1272991,2290184
../../queries/ceb-imdb-full/3a_3a650.csv,10,431579,431579,125651,125651,431579
../../queries/ceb-imdb-full/10a_4fd3de4c998f5946cfebf78d7a359873bba30989.csv,7,853570,942101,390321,390321,853570
../../queries/ceb-imdb-full/1a_1a1368.csv,9,268774,304281,222820,223771,304281
../../queries/ceb-imdb-full/1a_1a455.csv,9,913743,913818,898389,898389,913743
../../queries/ceb-imdb-full/11a_b635e207c2680211bd82c98ff0a0de00c6a4ddb2.csv,10,834201,964651,477941,477941,834201
../../queries/ceb-imdb-full/1a_1a333.csv,9,283673,302332,198463,199317,302332
../../queries/ceb-imdb-full/3a_3a136.csv,10,21075,21702,8737,8737,21075
../../queries/ceb-imdb-full/1a_1a2107.csv,9,122312,122392,52258,52258,122312
../../queries/ceb-imdb-full/5a_5a971.csv,10,75600,86208,29110,29110,75600
../../queries/ceb-imdb-full/1a_1a1426.csv,9,930455,942025,898389,898389,930455
../../queries/ceb-imdb-full/11a_dbece412ea4717217c212977367e69cd3b4c904d.csv,10,11158,13062,3764,3764,11158
../../queries/ceb-imdb-full/5a_5a781.csv,10,1474,1495,330,330,1474
../../queries/ceb-imdb-full/2a_2a765.csv,11,219626,270166,125773,125773,219626
../../queries/ceb-imdb-full/5a_5a959.csv,10,8935,8995,2887,2887,8935
../../queries/ceb-imdb-full/11a_51ff89d39a8ddd188bf936d58e96197d9c32eef7.csv,10,8012,10665,2596,2596,8012
../../queries/ceb-imdb-full/1a_1a2649.csv,9,225881,347092,123990,123990,225881
../../queries/ceb-imdb-full/3a_3a678.csv,10,354202,537209,276403,276403,354202
../../queries/ceb-imdb-full/1a_1a2891.csv,9,9440418,13247286,5906508,6076192,11040425
../../queries/ceb-imdb-full/6a_6a499.csv,14,81124,182751,51334,52196,101544
../../queries/ceb-imdb-full/1a_1a1340.csv,9,1854324,1892162,1703543,1703543,1854324
../../queries/ceb-imdb-full/9b_4e99b9bcfbaf3036c9fa10645970eda383cb25af.csv,9,877573,919321,723708,808530,919321
../../queries/ceb-imdb-full/10a_f0fbb474a6fb9c857e3983bf21ffb6a7798ab617.csv,7,100648,100648,26404,26404,100648
../../queries/ceb-imdb-full/1a_1a1354.csv,9,764219,784068,656044,656256,784068
../../queries/ceb-imdb-full/1a_1a469.csv,9,16196,16801,6936,6936,16196
../../queries/ceb-imdb-full/9b_54e568e404be1fdd75eea63e485e859b74fe7ce3.csv,9,212570,212570,121525,121525,212570
../../queries/ceb-imdb-full/1a_1a2885.csv,9,2452751,2452751,1113090,1113090,2452751
../../queries/ceb-imdb-full/5a_5a795.csv,10,231470,231636,109487,109487,231470
../../queries/ceb-imdb-full/9a_de8478849b353bf9339335074db03f48481b0ed7.csv,9,761894,1685556,458695,458695,761894
../../queries/ceb-imdb-full/2a_2a771.csv,11,54008,67374,31620,31707,56571
../../queries/ceb-imdb-full/1a_1a1432.csv,9,565223,678970,478860,478863,662730
../../queries/ceb-imdb-full/1a_1a858.csv,9,121310,121799,83330,84389,121799
../../queries/ceb-imdb-full/9a_d3b6143ecbe3cd093947c1ede35ab2bab76c6dd2.csv,9,2102453,2667169,1363808,1363808,2102453
../../queries/ceb-imdb-full/1a_1a680.csv,9,23586,23586,12132,12132,23586
../../queries/ceb-imdb-full/2c_2c290.csv,9,216,246,112,112,216
../../queries/ceb-imdb-full/3a_3a1050.csv,10,12387577,16246588,4266610,4266610,12387577
../../queries/ceb-imdb-full/4a_4a461.csv,6,40166,44226,14732,14932,44226
../../queries/ceb-imdb-full/10a_d198725f3fe33e5bc55f5d8861dbae3d3c9254fd.csv,7,30723,39582,14069,14069,30723
../../queries/ceb-imdb-full/9a_7627bb69e5dd04ca38b235e01459f3c8608aa5d0.csv,9,555194,1860067,458695,458695,555194
../../queries/ceb-imdb-full/8a_8a428.csv,12,137858,146339,97758,97758,137858
../../queries/ceb-imdb-full/3a_3a485.csv,10,114840,118315,36914,36914,114840
../../queries/ceb-imdb-full/10a_35166171698ef9f64dd6f64abd2f8b7d220486b5.csv,7,96255,96255,77064,77064,96255
../../queries/ceb-imdb-full/2a_2a598.csv,11,13719,18129,11843,11843,13719
../../queries/ceb-imdb-full/4a_4a307.csv,6,3645,3645,1976,1976,3645
../../queries/ceb-imdb-full/1a_1a1803.csv,9,58858,80313,39183,40689,73164
../../queries/ceb-imdb-full/3b_17ef1663fdeba83634daef9636834dd842a849c4.csv,10,109568,139895,53080,53080,109568
../../queries/ceb-imdb-full/6a_6a102.csv,14,1322,3098,913,913,1322
../../queries/ceb-imdb-full/1a_1a1817.csv,9,27832,31080,10254,10254,27832
../../queries/ceb-imdb-full/6a_6a116.csv,14,25415,46607,11557,11557,25415
../../queries/ceb-imdb-full/11b_3f5c53ef2a2c703b3b47ae74d467d1509c0b332f.csv,12,189491,195455,96394,96409,195455
../../queries/ceb-imdb-full/9a_ca2fdd054735959ecdcfd1490e9f9c8b207cef19.csv,9,955713,1030269,740533,740533,955713
../../queries/ceb-imdb-full/5a_5a568.csv,10,24645,25156,18048,18048,24645
../../queries/ceb-imdb-full/10a_b7e9ce82999898d03a6259840b35335452c7f2c7.csv,7,6317,6789,3518,3518,6317
../../queries/ceb-imdb-full/4a_4a313.csv,6,1397,1424,1331,1331,1397
../../queries/ceb-imdb-full/3a_3a1044.csv,10,1741,1763,1006,1153,1762
../../queries/ceb-imdb-full/4a_4a475.csv,6,94723,97780,41783,42372,97780
../../queries/ceb-imdb-full/9a_c2b29bdf6ff6d44186c991f853ca085610648848.csv,9,180878,397312,125404,125404,180878
../../queries/ceb-imdb-full/10a_116bb48dbcb00de1a1c63d4be59017118a1a31a5.csv,7,9181,9181,3086,3086,9181
../../queries/ceb-imdb-full/3a_3a491.csv,10,24789,25207,17121,17121,24789
../../queries/ceb-imdb-full/10a_2d450a9d6cd43a7dc470e0fb802dd4be0d4a0d4e.csv,7,195995,507312,188768,188768,195995
../../queries/ceb-imdb-full/1a_1a694.csv,9,6605778,8767300,3210654,3575481,8268206
../../queries/ceb-imdb-full/2c_2c284.csv,9,1326,1326,936,936,1326
../../queries/ceb-imdb-full/1a_1a2488.csv,9,338558,345902,276403,276403,338558
../../queries/ceb-imdb-full/5a_5a226.csv,10,263415,263503,93578,93578,263415
../../queries/ceb-imdb-full/8a_8a414.csv,12,523459,599495,168688,331833,567783
../../queries/ceb-imdb-full/1a_1a864.csv,9,244101,244101,127288,127288,244101
../../queries/ceb-imdb-full/9a_db2b9a278cd09b283db1e29a1e194e9cb248cbe2.csv,9,117004,132398,79587,79587,117004
../../queries/ceb-imdb-full/1a_1a1181.csv,9,714892,719240,212077,212077,714892
../../queries/ceb-imdb-full/9a_2f50832680bb3805c642fd433d33e26c4a109a62.csv,9,100074,240529,73865,73865,100074
../../queries/ceb-imdb-full/10a_ff5392412c047db440be1c25a9368dca0af322a6.csv,7,11682,11856,7371,7371,11682
../../queries/ceb-imdb-full/9b_b180700b423c6f53c243dbd7852b9c48d166a168.csv,9,266728,395743,232970,232970,266728
../../queries/ceb-imdb-full/9a_e295680be26b8dd8a652798feef89fc07bf010b6.csv,9,3236029,3780983,2756151,2756151,3236029
../../queries/ceb-imdb-full/5a_5a540.csv,10,37232,42552,10379,10379,37232
../../queries/ceb-imdb-full/8a_8a372.csv,12,376355,558706,179933,179933,376355
../../queries/ceb-imdb-full/5a_5a554.csv,10,8327,8903,3272,3272,8327
../../queries/ceb-imdb-full/8a_8a366.csv,12,1622685,1787527,695582,711479,1641067
../../queries/ceb-imdb-full/1a_1a870.csv,9,685292,695979,558664,558664,685292
../../queries/ceb-imdb-full/1a_1a1195.csv,9,3214721,3322090,2663662,2772460,3322090
../../queries/ceb-imdb-full/4a_4a449.csv,6,105980,105980,46441,46441,105980
../../queries/ceb-imdb-full/9a_59bf6f6a4ccbdf1d0665f22c888e36452bac38be.csv,9,408963,780502,272255,272255,408963
../../queries/ceb-imdb-full/3a_3a1078.csv,10,1805264,3201862,1369961,1369961,1805264
../../queries/ceb-imdb-full/5a_5a232.csv,10,10448,10454,4670,4670,10448
../../queries/ceb-imdb-full/8a_8a400.csv,12,219383,327502,118936,118936,219383
../../queries/ceb-imdb-full/3a_3a446.csv,10,98,128,44,44,98
../../queries/ceb-imdb-full/11a_a9211eaa2238729327ec5e387d2478289cdbea48.csv,10,20012,28701,13450,13450,20012
../../queries/ceb-imdb-full/2b_2b21.csv,11,306852,505826,118115,118115,306852
../../queries/ceb-imdb-full/3a_3a1093.csv,10,45455,51243,28341,28360,45855
../../queries/ceb-imdb-full/1a_1a2477.csv,9,705018,790365,402821,403498,731454
../../queries/ceb-imdb-full/1a_1a643.csv,9,12171,12335,11843,11843,12171
../../queries/ceb-imdb-full/2c_2c253.csv,9,492,725,291,291,492
../../queries/ceb-imdb-full/2b_2b264.csv,11,8933,12964,3468,3801,11050
../../queries/ceb-imdb-full/9a_5df6853609644324e1c3d063732d77074c1aaaed.csv,9,534192,534316,482647,482647,534192
../../queries/ceb-imdb-full/10a_ce112491fe92011257ae6b3a3e21251b58cc1033.csv,7,30969,47274,21626,21626,30969
../../queries/ceb-imdb-full/1a_1a1618.csv,9,15568,26363,11843,11843,15568
../../queries/ceb-imdb-full/10a_8f010805465a7ae67b791d3cfb788d628cb2a0ba.csv,7,92263,108992,76383,76383,92263
../../queries/ceb-imdb-full/1a_1a125.csv,9,685728,701960,592521,592521,685728
../../queries/ceb-imdb-full/1a_1a2311.csv,9,60693,61316,24409,24454,61316
../../queries/ceb-imdb-full/7a_7a2.csv,16,33988,42469,11968,11968,33988
../../queries/ceb-imdb-full/3a_3a320.csv,10,456173,525601,305229,305229,456173
../../queries/ceb-imdb-full/10a_37835769a61d0efad34074ca3c615b74aa191869.csv,7,335570,537553,302553,302553,335570
../../queries/ceb-imdb-full/10a_e4b029344d6b2f84abd794c0f50e7e84fc3091a4.csv,7,20648,29185,15823,15823,20648
../../queries/ceb-imdb-full/1a_1a2305.csv,9,925025,925025,743414,743414,925025
../../queries/ceb-imdb-full/8a_8a399.csv,12,23958,56946,15461,15461,23958
../../queries/ceb-imdb-full/3a_3a334.csv,10,21204,26286,7883,7883,21204
../../queries/ceb-imdb-full/9a_85fac77f94403ef4138ad53f27e38853ab8c1415.csv,9,5810845,5810845,3014596,3014596,5810845
../../queries/ceb-imdb-full/1a_1a131.csv,9,1601380,1809592,1336639,1409676,1809592
../../queries/ceb-imdb-full/1a_1a657.csv,9,465712,467179,342385,342842,467179
../../queries/ceb-imdb-full/2c_2c247.csv,9,135,202,71,71,135
../../queries/ceb-imdb-full/2b_2b270.csv,11,1495966,1728637,754473,783951,1653525
../../queries/ceb-imdb-full/9a_3a6cb844f067f9e6552fdbff75a49e5ea4a69600.csv,9,529505,529505,272898,272898,529505
../../queries/ceb-imdb-full/3a_3a452.csv,10,1263483,1452401,721947,721947,1263483
../../queries/ceb-imdb-full/3a_3a1087.csv,10,5498,5730,3539,3760,5730
../../queries/ceb-imdb-full/2b_2b35.csv,11,3517565,3834528,2728943,2728943,3517565
../../queries/ceb-imdb-full/2a_2a229.csv,11,24252822,36235188,12803751,12803751,24252822
../../queries/ceb-imdb-full/1a_1a2463.csv,9,210043,239112,127159,131309,216566
../../queries/ceb-imdb-full/9b_520f4d3e7843127a2bcad2efcfb6f05db8f98573.csv,9,66383,81081,55905,55952,68395
../../queries/ceb-imdb-full/1a_1a1142.csv,9,800630,808665,773674,773674,800630
../../queries/ceb-imdb-full/2b_2b258.csv,11,1986412,1988677,1655911,1655911,1986412
../../queries/ceb-imdb-full/2a_2a201.csv,11,1070,1919,520,520,1070
../../queries/ceb-imdb-full/9a_b7eab5dfde3ccb6e9919ee7479778e8f78a306b4.csv,9,55971,89882,52488,52488,55971
../../queries/ceb-imdb-full/2a_2a567.csv,11,4429822,4431946,1593514,1593514,4429822
../../queries/ceb-imdb-full/5a_5a583.csv,10,1321,1999,715,715,1321
../../queries/ceb-imdb-full/9a_230e49e60848c0f5488f4a2e9372da3cf39a29bb.csv,9,4750118,7098935,3069738,3069738,4750118
../../queries/ceb-imdb-full/1a_1a1624.csv,9,85117,91758,31498,31498,85117
../../queries/ceb-imdb-full/1a_1a119.csv,9,354409,354426,269239,269239,354409
../../queries/ceb-imdb-full/9a_be41295f0dadab2e195d665bd9b4afb12c6b534e.csv,9,74159,115719,39247,39247,74159
../../queries/ceb-imdb-full/1a_1a1630.csv,9,62139,62174,33701,33701,62139
../../queries/ceb-imdb-full/10a_eb4716f3bbdab77fad65db383765e06f3380544f.csv,7,22216,22216,9669,9669,22216
../../queries/ceb-imdb-full/1a_1a2339.csv,9,75572,85324,26913,26913,75572
../../queries/ceb-imdb-full/2a_2a573.csv,11,587252,596263,243159,243159,587252
../../queries/ceb-imdb-full/9a_2d94a3ab0cc2070035313c43397419ab3125109b.csv,9,946460,946460,306048,306048,946460
../../queries/ceb-imdb-full/5a_5a597.csv,10,85934,163170,55073,63231,122448
../../queries/ceb-imdb-full/3a_3a308.csv,10,1027735,1033305,751485,751485,1027735
../../queries/ceb-imdb-full/3b_88e5b0a88972e0720e2ba80d7772fb5ac1c1971f.csv,10,502450,676579,262979,296275,523343
../../queries/ceb-imdb-full/11a_c3ec132f90a5d3dd5650ade0b916c5514f6b401d.csv,10,5175382,7270123,2575854,2575854,5175382
../../queries/ceb-imdb-full/2a_2a215.csv,11,913101,920662,362012,363029,920662
../../queries/ceb-imdb-full/9b_09c807600d9643f9c4b30c8df91f3055459dc295.csv,9,58964,80292,26895,26895,58964
../../queries/ceb-imdb-full/9a_bda4874d54f72befd12ff8b13163fd8c6ab9fd3b.csv,9,299275,299275,219676,219676,299275
../../queries/ceb-imdb-full/1a_1a1156.csv,9,409537,534651,274981,276823,464293
../../queries/ceb-imdb-full/1a_1a2467.csv,9,3925316,3969543,1723024,1723024,3925316
../../queries/ceb-imdb-full/2b_2b31.csv,11,37857,41065,11843,14838,41065
../../queries/ceb-imdb-full/3a_3a1083.csv,10,92076,92076,35628,35628,92076
../../queries/ceb-imdb-full/3a_3a456.csv,10,2865665,3137065,941250,941250,2865665
../../queries/ceb-imdb-full/9a_7b0d81d5f63966a3147ec3f6395e8a50c5e7bc1d.csv,9,486449,486449,412169,412169,486449
../../queries/ceb-imdb-full/2b_2b274.csv,11,346,354,213,213,346
../../queries/ceb-imdb-full/9a_fce9db29d07def6e31000fb2fe65bb63fb233237.csv,9,813128,3110215,755437,755437,813128
../../queries/ceb-imdb-full/1a_1a653.csv,9,32548,39470,18809,18809,32548
../../queries/ceb-imdb-full/9a_374f8988ad220cd09cac9a8bd5b8d0824cff072c.csv,9,1139188,1139188,861509,861509,1139188
../../queries/ceb-imdb-full/2c_2c243.csv,9,53,77,23,23,53
../../queries/ceb-imdb-full/1a_1a1608.csv,9,438448,456222,268759,268975,455794
../../queries/ceb-imdb-full/1a_1a135.csv,9,257784,341936,173296,180323,291819
../../queries/ceb-imdb-full/9b_11f87d95b23fb8b290be98bad6e9e901ec0f15ba.csv,9,68242,106509,43698,43698,68242
../../queries/ceb-imdb-full/3a_3a330.csv,10,35693,69713,18473,18473,35693
../../queries/ceb-imdb-full/1a_1a2301.csv,9,331008,331353,316118,316118,331008
../../queries/ceb-imdb-full/10a_61f8e16fee01a51010f8badf4d89464cf4440fc5.csv,7,412841,454849,393170,408678,419504
../../queries/ceb-imdb-full/8a_8a389.csv,12,62529,100616,24940,26944,78719
../../queries/ceb-imdb-full/3a_3a324.csv,10,329786,346039,216938,216938,329786
../../queries/ceb-imdb-full/9a_d2f04a13dab3a0ba1a8f7d113b9663f692ea6b01.csv,9,6977981,6993263,3367055,3367055,6977981
../../queries/ceb-imdb-full/10a_71c7abbc9efc19d5ca3837d6d7874e7ab087cd69.csv,7,216040,408709,183045,183045,216040
../../queries/ceb-imdb-full/7a_7a6.csv,16,34917,75543,14287,14287,34917
../../queries/ceb-imdb-full/1a_1a2315.csv,9,2809804,2809804,1951656,1951656,2809804
../../queries/ceb-imdb-full/9a_514f293d6d23b44c7a304c9d8d2b8fb4890285b0.csv,9,1322751,3297521,1126870,1126870,1322751
../../queries/ceb-imdb-full/1a_1a121.csv,9,50515,54567,33802,34004,54567
../../queries/ceb-imdb-full/11a_e87d572005bee2475c8138d41e9078091b21e67b.csv,10,2627793,3040970,1822131,1822131,2627793
../../queries/ceb-imdb-full/9b_1e9c79959bebe366757cb56983bd0c78fd49e774.csv,9,17502,17539,7099,7099,17502
../../queries/ceb-imdb-full/9a_b587d3e6abedf5ca86707ee18145678659f6ad9d.csv,9,299406,405558,95944,95944,299406
../../queries/ceb-imdb-full/2b_2b260.csv,11,33396,43520,15519,17472,37833
../../queries/ceb-imdb-full/10a_1ec66c35852cfa594b87639b05f8cd9d406fb741.csv,7,27713,42816,24943,24943,27713
../../queries/ceb-imdb-full/1a_1a647.csv,9,36726,39027,23837,23837,36726
../../queries/ceb-imdb-full/10a_619ff2ecefd9dfb033504d0ee5f67c3c59bfc84c.csv,7,108420,140115,78328,78362,110241
../../queries/ceb-imdb-full/2c_2c257.csv,9,338,474,186,186,338
../../queries/ceb-imdb-full/1a_1a2473.csv,9,564427,603971,442972,445481,603957
../../queries/ceb-imdb-full/3a_3a1097.csv,10,441217,555572,316118,316118,441217
../../queries/ceb-imdb-full/2b_2b25.csv,11,216019,233450,79022,104502,230878
../../queries/ceb-imdb-full/2a_2a239.csv,11,152756,164027,125887,125932,164027
../../queries/ceb-imdb-full/10a_9805dd52d3df96ce382469b5f34df95c3dc685e5.csv,7,170285,170285,125631,125631,170285
../../queries/ceb-imdb-full/9a_1a5d35b2cb62f9cd9c2f04f9afe53d71b3c226aa.csv,9,66291,66291,23080,23080,66291
../../queries/ceb-imdb-full/3a_3a442.csv,10,221,221,102,102,221
../../queries/ceb-imdb-full/2b_2b248.csv,11,69304,78021,33987,33987,69304
../../queries/ceb-imdb-full/10a_29e1f43919766b56451e5c99a36c5406b2332b7a.csv,7,81780,148844,62928,62928,81780
../../queries/ceb-imdb-full/9a_7d62c99a2016117d1a0768e2126a9fabe1579c84.csv,9,147130,458838,131064,131064,147130
../../queries/ceb-imdb-full/10a_e02e0c8d1dbdb2e93aea6ed045c6615b64366f5c.csv,7,22066,22066,13856,13856,22066
../../queries/ceb-imdb-full/1a_1a1152.csv,9,22081,29965,10354,10354,22081
../../queries/ceb-imdb-full/2a_2a211.csv,11,38736,40118,18804,18816,39963
../../queries/ceb-imdb-full/9a_bf8234ebfa20693373ec773f4629dfe9a26675bb.csv,9,2851333,7092649,1877141,1877141,2851333
../../queries/ceb-imdb-full/9a_8e61ad8ce4b55fa240bb73028d81e772e3c74379.csv,9,1928399,1928399,860424,860424,1928399
../../queries/ceb-imdb-full/5a_5a593.csv,10,1510,1512,789,789,1510
../../queries/ceb-imdb-full/3b_19a85be4c3c3152483f7004ddb9f28de84cc4701.csv,10,441888,583909,246788,246788,441888
../../queries/ceb-imdb-full/2a_2a577.csv,11,5785383,7008130,2221019,2221019,5785383
../../queries/ceb-imdb-full/11a_c8af74a658a2b5253c747f05f219628c26843a0a.csv,10,40587,44938,9555,9555,40587
../../queries/ceb-imdb-full/1a_1a1634.csv,9,128678,141394,91818,98054,133610
../../queries/ceb-imdb-full/9b_c36e2aa788d707ae689f2c95345f9a699ffb9e10.csv,9,85008,93341,64061,64061,85008
../../queries/ceb-imdb-full/9a_85c06909895efdabfd0e66fd36d3d87d60815a0c.csv,9,7857974,8574575,4576030,4576030,7857974
../../queries/ceb-imdb-full/1a_1a109.csv,9,983446,983613,762899,774100,983613
../../queries/ceb-imdb-full/9a_7c98cf3ed33277b1977efc1e4756fdfec87a34f1.csv,9,90675,92883,79403,79987,92883
../../queries/ceb-imdb-full/1a_1a1620.csv,9,241346,264077,110280,110280,241346
../../queries/ceb-imdb-full/10a_45a0d54cca332ce7e2036b9d90b08bc8ee74dcdb.csv,7,277928,277928,92786,92786,277928
../../queries/ceb-imdb-full/10a_0ad3ff69b4a6591ba89292c3266500ec3b8d4b7d.csv,7,355708,377502,232912,232912,355708
../../queries/ceb-imdb-full/9a_3dfde2394e0f2cb0485d279b563d45a321a8494d.csv,9,218169,238099,72989,72989,218169
../../queries/ceb-imdb-full/3a_3a318.csv,10,40157,41239,18332,18332,40157
../../queries/ceb-imdb-full/5a_5a587.csv,10,8230,8253,5413,5413,8230
../../queries/ceb-imdb-full/2a_2a563.csv,11,430035,457377,316118,316118,430035
../../queries/ceb-imdb-full/9a_14b592675c06c5d6beff43709c13e57002d7e651.csv,9,169336,169336,141941,141941,169336
../../queries/ceb-imdb-full/9b_972db3c9b4f80500d7f730d8badd4dacc8ead406.csv,9,46512,58669,35748,36137,47657
../../queries/ceb-imdb-full/1a_1a2329.csv,9,2463424,2503972,1120491,1120491,2463424
../../queries/ceb-imdb-full/2b_2b19.csv,11,473928,659208,316118,316118,473928
../../queries/ceb-imdb-full/2a_2a205.csv,11,1664014,2893299,781087,781087,1664014
../../queries/ceb-imdb-full/11b_d01a3397c40d3cebe8232ab5101881afb968d5a0.csv,12,93192,107421,51633,87609,107421
../../queries/ceb-imdb-full/1a_1a1146.csv,9,139225,154057,78362,78362,139225
../../queries/ceb-imdb-full/9a_d0f8ef4729c169ad2d7bea9c6e8ad671565d19f0.csv,9,9464,10116,3494,3556,10116
../../queries/ceb-imdb-full/1a_1a690.csv,9,12019,18846,9780,11843,18846
../../queries/ceb-imdb-full/2c_2c280.csv,9,193,199,154,154,193
../../queries/ceb-imdb-full/9a_b78ce36d611981841abdfde7ad7e0537ce52dc66.csv,9,1275013,3032814,1114044,1114044,1275013
../../queries/ceb-imdb-full/9a_9741c62e69ebd0f95bd8f7c10d428a63184fd783.csv,9,341562,350450,202135,202135,341562
../../queries/ceb-imdb-full/1a_1a848.csv,9,360480,363264,340440,340755,363183
../../queries/ceb-imdb-full/8a_8a438.csv,12,101629,129393,38407,38407,101629
../../queries/ceb-imdb-full/3a_3a495.csv,10,2789615,2789615,1208312,1208312,2789615
../../queries/ceb-imdb-full/4a_4a471.csv,6,10369,10369,5914,5914,10369
../../queries/ceb-imdb-full/3a_3a1040.csv,10,35720,40790,16284,16284,35720
../../queries/ceb-imdb-full/4a_4a317.csv,6,45154,45154,22276,22276,45154
../../queries/ceb-imdb-full/2a_2a588.csv,11,6109663,8940765,2837330,2837330,6109663
../../queries/ceb-imdb-full/9b_85150b8ed08faed88c92cf77b4a0e694e03fb904.csv,9,95363,96384,48968,48968,95363
../../queries/ceb-imdb-full/9a_6bed4bcfbd67f08f24e396e008436a179cef7639.csv,9,109290,251012,93771,93771,109290
../../queries/ceb-imdb-full/1a_1a1813.csv,9,1944534,2080989,1385754,1396265,1982971
../../queries/ceb-imdb-full/9a_aab79d6c7dca38d17b74fba9336952cf03fa1a84.csv,9,425582,425582,152026,152026,425582
../../queries/ceb-imdb-full/6a_6a112.csv,14,3115,4423,2976,2976,3115
../../queries/ceb-imdb-full/1a_1a1807.csv,9,56618,56618,33282,33282,56618
../../queries/ceb-imdb-full/4a_4a303.csv,6,162043,252093,82130,82130,162043
../../queries/ceb-imdb-full/5a_5a578.csv,10,11248,11248,3955,3955,11248
../../queries/ceb-imdb-full/3a_3a481.csv,10,191923,199755,91747,91747,191923
../../queries/ceb-imdb-full/4a_4a465.csv,6,1258,2475,953,1036,2475
../../queries/ceb-imdb-full/3a_3a1054.csv,10,77045,80629,35291,35291,77045
../../queries/ceb-imdb-full/9a_d7947d7283423fae61a3ad29e487642fd05b65d9.csv,9,1777682,2536037,1539954,1539954,1777682
../../queries/ceb-imdb-full/1a_1a684.csv,9,6116,8646,3064,3508,8646
../../queries/ceb-imdb-full/2c_2c294.csv,9,4794,4794,3070,3070,4794
../../queries/ceb-imdb-full/9a_13e243d2a4cd91c247e21e660c6296de65c5ee42.csv,9,344704,344704,110316,110316,344704
../../queries/ceb-imdb-full/8a_8a404.csv,12,235319,370016,170631,201212,238104
../../queries/ceb-imdb-full/5a_5a236.csv,10,606542,606706,286116,286116,606542
../../queries/ceb-imdb-full/1a_1a2498.csv,9,808054,947528,510935,512030,837174
../../queries/ceb-imdb-full/9a_9030900dcc168ad63477668edea042d529b36bbf.csv,9,238541,242764,220372,221261,242764
../../queries/ceb-imdb-full/1a_1a1191.csv,9,144984,173213,46758,55787,160368
../../queries/ceb-imdb-full/1a_1a874.csv,9,3139620,5660216,2797101,2797101,3139620
../../queries/ceb-imdb-full/10a_4c76ebff97b86abf7bc89364bffbcfbd0b7933de.csv,7,19807,19903,14046,14046,19807
../../queries/ceb-imdb-full/9a_baf9edaa7af348368fd087158fbc9e356e1bb10f.csv,9,248150,248150,186756,186756,248150
../../queries/ceb-imdb-full/9a_b8ce08651864ebd84959510df40c7c0b87309406.csv,9,110216,110216,51834,51834,110216
../../queries/ceb-imdb-full/10a_e4be2f25031b0373b59d2c5b97579d2f890a2698.csv,7,100465,119549,73649,73649,100465
../../queries/ceb-imdb-full/11b_1a1857aa62048669715d77a4fa506ec6b313527c.csv,12,566696,573384,122554,122554,566696
../../queries/ceb-imdb-full/8a_8a362.csv,12,368616,666718,147292,281819,537571
../../queries/ceb-imdb-full/5a_5a550.csv,10,13678,13678,6596,6596,13678
../../queries/ceb-imdb-full/3b_813c4975f6cad2be97258ffcfcc3b937648733d1.csv,10,2978,5127,2117,2137,3059
../../queries/ceb-imdb-full/9a_f09f13b38fd36efff6b1f3dba3a270beacc50809.csv,9,4293707,4293707,2242152,2242152,4293707
../../queries/ceb-imdb-full/9a_c7f53ffaf7954aa51ecc6805a693b90f3062bcc6.csv,9,1367339,1367339,1034069,1034069,1367339
../../queries/ceb-imdb-full/8a_8a376.csv,12,421447,581492,300342,300342,421447
../../queries/ceb-imdb-full/5a_5a544.csv,10,1007,1007,715,715,1007
../../queries/ceb-imdb-full/9a_340915e25086d71c660afdc0e0fd957f9bb537b2.csv,9,384662,699047,334661,334661,384662
../../queries/ceb-imdb-full/9a_bcb24b4f49825a35c912ec228cf9bb885cb60176.csv,9,55921,55921,18967,18967,55921
../../queries/ceb-imdb-full/1a_1a1185.csv,9,795085,798417,773674,773674,795085
../../queries/ceb-imdb-full/9a_7cc37da4b968910d4d1a73555dda788ba9fd374b.csv,9,70174,70174,43540,43540,70174
../../queries/ceb-imdb-full/9a_ffe8b911dff2616a3cde71e8ed914e363da07b70.csv,9,134557,168796,71563,71563,134557
../../queries/ceb-imdb-full/1a_1a860.csv,9,135439,164143,77762,78619,135794
../../queries/ceb-imdb-full/9b_191e70d223c5ffe04089f6567277f0498ba9f3e3.csv,9,484276,484276,394613,394613,484276
